index,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,animal_Type,Sex_upon_Outcome,Age_upon_Outcome,Breed,Color,Medicine
2465,,7/8/2015 16:58,7/8/2015 16:58,6/19/2015,Return to Owner,,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,Colloid
2466,Bear,11/11/2016 0:00,11/11/2016 0:00,3/28/2016,Return to Owner,,Dog,Intact Male,7 months,Siberian Husky Mix,Sable,emulsions
2467,,10/9/2014 9:00,10/9/2014 9:00,6/7/2014,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Black/White,Amoxicillin
2468,*Chuky,9/10/2015 12:46,9/10/2015 12:46,3/26/2015,Adoption,,Dog,Intact Male,5 months,Pit Bull Mix,White/Black,Clindamycin
2469,*Dudley,8/11/2016 8:50,8/11/2016 8:50,6/8/2013,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Brown/White,Amoxicillin
2470,Queso,9/10/2016 14:27,9/10/2016 14:27,9/10/2015,Return to Owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Tan,Ampicillin
2471,,6/28/2018 18:01,6/28/2018 18:01,4/25/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Gray Tabby/White,Cefazolin
2472,,9/21/2014 13:21,9/21/2014 13:21,8/30/2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,sulfonamide
2473,*Tuk-Tuk,2/17/2018 14:16,2/17/2018 14:16,12/17/2017,Adoption,Foster,Dog,Neutered Male,2 months,Pit Bull Mix,White/Brown Brindle,Doxycycline
2474,,1/15/2015 9:00,1/15/2015 9:00,1/14/2014,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby,Erythromycin
2475,Tandy,11/17/2016 8:55,11/17/2016 8:55,8/27/2016,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,Metronidazole
2476,Espresso,1/29/2017 14:04,1/29/2017 14:04,9/6/2015,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Chinese Sharpei,Liver/White,Enrofloxacin
2477,,3/31/2017 11:57,3/31/2017 11:57,3/30/2017,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Orange/White,Florfenicol
2478,,8/10/2017 9:26,8/10/2017 9:26,8/9/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,Oxygen
2479,,10/8/2018 18:13,10/8/2018 18:13,8/6/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White,xylazine
2480,Emily,8/15/2015 9:24,8/15/2015 9:24,9/27/2004,Adoption,Foster,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Blue/White,medetomidine
2481,Leonard,12/13/2016 11:56,12/13/2016 11:56,8/9/2011,Adoption,Foster,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White/Brown Tabby,yohimbine
2482,*Milo,8/21/2015 17:13,8/21/2015 17:13,7/18/2008,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown/White,tolazoline
2483,,6/15/2018 12:38,6/15/2018 12:38,4/29/2018,Transfer,Partner,Dog,Intact Male,1 month,Australian Shepherd Mix,White/Brown,Anticholinergic
2484,Tx Longhorn,4/2/2018 16:39,4/2/2018 16:39,2/23/2018,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,Lidocaine
2485,,5/15/2015 15:14,5/15/2015 15:14,4/15/2015,Euthanasia,Medical,Dog,Intact Female,4 weeks,Australian Shepherd Mix,White/Tan,Adrenaline
2486,Nala,8/5/2018 17:25,8/5/2018 17:25,7/30/2017,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,anaesthetic
2487,Yoni Poni,2/22/2016 14:43,2/22/2016 14:43,2/22/2000,Return to Owner,,Dog,Spayed Female,16 years,Rat Terrier Mix,Brown/White,midazolam
2488,Butters,1/11/2018 15:18,1/11/2018 15:18,9/1/2007,Transfer,Partner,Dog,Neutered Male,10 years,Miniature Poodle Mix,White,inflammatory
2489,Fred Astaire,10/9/2018 18:14,10/9/2018 18:14,8/15/2007,Adoption,,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Black/White,Opioids
2490,Honey,1/25/2018 15:40,1/25/2018 15:40,1/17/2008,Transfer,Partner,Dog,Spayed Female,10 years,Dachshund Longhair Mix,Tan/White,Crystalloid
2491,Woogie,5/26/2015 17:57,5/26/2015 17:57,5/23/2012,Return to Owner,,Dog,Neutered Male,3 years,Beagle/Pug,Tan,Potassium chloride
2492,Jojo,11/2/2017 12:27,11/2/2017 12:27,9/25/2009,Return to Owner,,Dog,Spayed Female,8 years,Miniature Schnauzer Mix,Gray,gluconate
2493,,3/29/2018 18:13,3/29/2018 18:13,3/14/2018,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue,mannitol
2494,*Becky,9/5/2016 14:33,9/5/2016 14:33,10/22/2015,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Blue/White,Dextrose
2495,Duke,6/1/2017 19:06,6/1/2017 19:06,7/14/2015,Return to Owner,,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan,Heparin
2496,,4/25/2017 9:27,4/25/2017 9:27,4/21/2016,Transfer,Snr,Cat,Neutered Male,1 year,Domestic Longhair Mix,Brown Tabby,Vitamin K70
2497,Erin Dawn,6/24/2015 16:39,6/24/2015 16:39,6/12/2010,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Orange Tabby/White,isoflurane
2498,*Morty,10/8/2016 18:54,10/8/2016 18:54,10/2/2014,Adoption,,Dog,Neutered Male,2 years,Chow Chow Mix,Tricolor,alfaxalone
2499,Yuna,6/25/2018 14:35,6/25/2018 14:35,6/16/2017,Adoption,,Dog,Intact Female,1 year,Border Collie Mix,Black/White,propofol
2500,,12/19/2015 17:25,12/19/2015 17:25,8/6/2015,Transfer,Partner,Dog,Intact Female,4 months,Golden Retriever Mix,Gold,hydroxyzine
2501,,10/30/2018 14:27,10/30/2018 14:27,10/23/2014,Transfer,Partner,Dog,Spayed Female,4 years,Beagle Mix,White/Tan,Colloid
2502,Roxy,2/18/2018 16:04,2/18/2018 16:04,2/14/2007,Adoption,,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Lynx Point/White,emulsions
2503,*Jazzy,8/14/2018 13:16,8/14/2018 13:16,1/11/2017,Transfer,Partner,Dog,Intact Female,1 year,American Pit Bull Terrier Mix,Blue,Amoxicillin
2504,,7/20/2014 9:00,7/20/2014 9:00,7/18/2013,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,Clindamycin
2505,*Matlock,3/17/2018 14:27,3/17/2018 14:27,2/26/2015,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,Brown/Black,Amoxicillin
2506,Dixie,5/12/2017 17:59,5/12/2017 17:59,5/12/2001,Return to Owner,,Dog,Spayed Female,16 years,Siberian Husky Mix,Tan/White,Ampicillin
2507,Henry Jones,11/23/2013 15:59,11/23/2013 15:59,11/23/2010,Transfer,Partner,Dog,Neutered Male,3 years,Shih Tzu Mix,White/White,Cefazolin
2508,,6/27/2017 15:58,6/27/2017 15:58,10/19/2016,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black,sulfonamide
2509,Chica,12/29/2016 19:53,12/29/2016 19:53,12/29/2014,Return to Owner,,Dog,Intact Female,2 years,Pit Bull Mix,White/Brown,Doxycycline
2510,Hawkin,4/6/2018 16:54,4/6/2018 16:54,10/2/2016,Adoption,,Dog,Neutered Male,1 year,Pointer/German Wirehaired Pointer,White/Black,Erythromycin
2511,,5/15/2016 12:13,5/15/2016 12:13,4/13/2015,Euthanasia,Suffering,Other,Unknown,1 year,Raccoon,Gray/Black,Metronidazole
2512,,7/11/2014 16:52,7/11/2014 16:52,5/11/2014,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,Enrofloxacin
2513,,3/10/2015 13:54,3/10/2015 13:54,6/4/2014,Adoption,,Dog,Neutered Male,9 months,Pointer Mix,Black/White,Florfenicol
2514,,1/5/2016 14:08,1/5/2016 14:08,10/18/2015,Adoption,Foster,Dog,Neutered Male,2 months,Boxer Mix,Sable,Oxygen
2515,Maryjane,9/11/2014 17:27,9/11/2014 17:27,9/7/2007,Adoption,,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White,xylazine
2516,,11/15/2015 18:16,11/15/2015 18:16,11/8/2009,Adoption,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tricolor,medetomidine
2517,*Hansel,1/28/2015 16:53,1/28/2015 16:53,11/29/2014,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Brown Tabby,yohimbine
2518,,7/9/2018 17:07,7/9/2018 17:07,4/29/2018,Adoption,,Dog,Neutered Male,2 months,Australian Shepherd Mix,Black/White,tolazoline
2519,Stella,11/25/2016 17:47,11/25/2016 17:47,11/19/2015,Adoption,,Dog,Spayed Female,1 year,German Shepherd/Alaskan Husky,White,Anticholinergic
2520,,8/5/2014 12:47,8/5/2014 12:47,7/29/2014,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Cream Tabby,Lidocaine
2521,Harvey,4/26/2017 15:15,4/26/2017 15:15,9/1/2015,Transfer,Partner,Other,Intact Male,1 year,Guinea Pig,Calico,Adrenaline
2522,*Nathaniel,5/22/2016 17:31,5/22/2016 17:31,3/27/2013,Adoption,,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown Brindle,anaesthetic
2523,,2/28/2014 9:57,2/28/2014 9:57,2/24/2012,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon Mix,Gray/Black,midazolam
2524,,7/23/2014 17:00,7/23/2014 17:00,7/23/2013,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,inflammatory
2525,,1/20/2016 15:54,1/20/2016 15:54,1/16/2006,Transfer,Partner,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black,Opioids
2526,Butters,9/8/2017 17:56,9/8/2017 17:56,6/4/2017,Adoption,,Dog,Neutered Male,3 months,Harrier Mix,White/Brown,Crystalloid
2527,,3/7/2014 18:20,3/7/2014 18:20,12/19/2013,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown/Black,Potassium chloride
2528,Chloe,9/8/2018 13:17,9/8/2018 13:17,4/4/2018,Return to Owner,,Dog,Spayed Female,5 months,Pit Bull Mix,Blue,gluconate
2529,*Chirp,7/12/2017 16:06,7/12/2017 16:06,5/29/2017,Euthanasia,At Vet,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie/Black,mannitol
2530,Bohdi,1/25/2015 12:51,1/25/2015 12:51,11/10/2012,Adoption,,Dog,Neutered Male,2 years,Boxer Mix,Brown Brindle/White,Dextrose
2531,Daisy,3/5/2016 16:55,3/5/2016 16:55,12/1/2015,Return to Owner,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Chocolate,Heparin
2532,Shelby,12/17/2017 17:31,12/17/2017 17:31,4/6/2017,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever/Beagle,Cream/White,Vitamin K71
2533,Puda,8/7/2015 11:15,8/7/2015 11:15,8/2/2013,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,isoflurane
2534,,2/14/2016 18:24,2/14/2016 18:24,7/2/2015,Adoption,,Dog,Spayed Female,7 months,German Shepherd Mix,Sable,alfaxalone
2535,*Dori,12/7/2013 17:59,12/7/2013 17:59,11/24/2012,Adoption,,Dog,Spayed Female,1 year,Redbone Hound/Boxer,Red/White,propofol
2536,,12/22/2017 16:20,12/22/2017 16:20,12/16/2013,Adoption,,Dog,Neutered Male,4 years,Miniature Poodle Mix,White,hydroxyzine
2537,Tasha Yar,11/5/2013 14:22,11/5/2013 14:22,6/8/2013,Adoption,,Dog,Spayed Female,4 months,Plott Hound/Pit Bull,Brown Brindle/White,Colloid
2538,Hoss,11/4/2014 16:41,11/4/2014 16:41,11/3/2010,Return to Owner,,Dog,Intact Male,4 years,Greater Swiss Mountain Dog,Black/Tricolor,emulsions
2539,,10/13/2015 9:26,10/13/2015 9:26,8/13/2015,Euthanasia,Suffering,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,Amoxicillin
2540,,6/20/2014 18:28,6/20/2014 18:28,5/29/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,Clindamycin
2541,Carolina,2/23/2018 16:04,2/23/2018 16:04,7/6/2009,Return to Owner,,Dog,Spayed Female,8 years,Dachshund Mix,Black/Tan,Amoxicillin
2542,,7/7/2017 20:00,7/7/2017 20:00,6/11/2017,Died,In Foster,Other,Unknown,3 weeks,Rabbit Sh Mix,Black,Ampicillin
2543,Phillip,10/4/2015 12:04,10/4/2015 12:04,7/29/2015,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White,Cefazolin
2544,,5/30/2014 10:12,5/30/2014 10:12,4/29/2014,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Raccoon,Gray/Black,sulfonamide
2545,Peanut,4/6/2016 15:56,4/6/2016 15:56,1/8/2010,Adoption,,Dog,Spayed Female,6 years,Beagle/German Shepherd,Black/Brown,Doxycycline
2546,,7/31/2017 16:43,7/31/2017 16:43,7/27/2016,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,Erythromycin
2547,Gin,12/27/2016 19:12,12/27/2016 19:12,12/1/2014,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,White/Brown,Metronidazole
2548,Duke,11/22/2014 19:37,11/22/2014 19:37,8/22/2010,Adoption,,Dog,Neutered Male,4 years,Catahoula Mix,White/Tan,Enrofloxacin
2549,*Sansa Bark,5/22/2018 14:21,5/22/2018 14:21,3/8/2015,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White,Florfenicol
2550,*Rumi,7/10/2018 0:00,7/10/2018 0:00,10/22/2017,Transfer,Partner,Dog,Intact Male,8 months,Plott Hound/Labrador Retriever,Black/Brown,Oxygen
2551,Taz,12/7/2016 17:30,12/7/2016 17:30,9/5/2015,Return to Owner,,Dog,Neutered Male,1 year,Pointer Mix,White/Brown,xylazine
2552,Shorty,7/26/2017 16:29,7/26/2017 16:29,8/3/2009,Return to Owner,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tan/White,medetomidine
2553,Benji,4/19/2016 16:54,4/19/2016 16:54,9/3/2005,Return to Owner,,Dog,Spayed Female,10 years,Pomeranian Mix,Black/Brown,yohimbine
2554,,2/18/2017 8:42,2/18/2017 8:42,2/17/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,tolazoline
2555,Storm,10/10/2015 12:36,10/10/2015 12:36,8/27/2007,Adoption,,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Blue/Orange,Anticholinergic
2556,*Callie,12/3/2017 15:24,12/3/2017 15:24,8/15/2017,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Calico,Lidocaine
2557,Triscuit,2/21/2017 17:21,2/21/2017 17:21,9/12/2016,Adoption,,Dog,Spayed Female,5 months,Yorkshire Terrier Mix,Black/Brown,Adrenaline
2558,*Leo,11/25/2015 12:10,11/25/2015 12:10,3/20/2015,Transfer,Partner,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,White/Black,anaesthetic
2559,*Jake,11/15/2018 17:36,11/15/2018 17:36,7/14/2018,Adoption,Foster,Dog,Neutered Male,4 months,Black/Tan Hound Mix,Black/Tricolor,midazolam
2560,,4/6/2018 15:18,4/6/2018 15:18,3/17/2018,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown Brindle,inflammatory
2561,Bella,12/3/2013 18:15,12/3/2013 18:15,12/4/2003,Return to Owner,,Dog,Spayed Female,10 years,Pit Bull Mix,Brown,Opioids
2562,*Nash,6/26/2014 12:09,6/26/2014 12:09,6/21/2011,Transfer,Partner,Dog,Intact Male,3 years,Boxer Mix,Brown/White,Crystalloid
2563,Pablo,10/1/2014 14:24,10/1/2014 14:24,3/2/2013,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,Potassium chloride
2564,,12/29/2014 10:55,12/29/2014 10:55,12/7/2014,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby/White,gluconate
2565,Ted,8/23/2018 13:12,8/23/2018 13:12,5/1/2007,Return to Owner,,Dog,Neutered Male,11 years,Labrador Retriever/German Shorthair Pointer,Chocolate,mannitol
2566,,5/29/2015 18:52,5/29/2015 18:52,5/7/2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,Dextrose
2567,Melady,10/12/2013 16:46,10/12/2013 16:46,10/8/2009,Transfer,Partner,Dog,Spayed Female,4 years,Golden Retriever,Gold,Heparin
2568,*Sebastian,12/7/2015 14:38,12/7/2015 14:38,9/11/2015,Adoption,Offsite,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,Vitamin K72
2569,,2/28/2018 9:19,2/28/2018 9:19,2/27/2016,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat Mix,Black/Black,isoflurane
2570,Gino,4/18/2018 17:25,4/18/2018 17:25,4/18/2016,Return to Owner,,Dog,Intact Male,2 years,Bull Terrier Mix,White/Brown,alfaxalone
2571,Mila,12/9/2014 15:56,12/9/2014 15:56,5/13/2011,Transfer,Partner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/White,propofol
2572,*Mason,2/6/2015 19:00,2/6/2015 19:00,2/6/2010,Return to Owner,,Dog,Neutered Male,5 years,Standard Schnauzer Mix,Blue/Tan,hydroxyzine
2573,Pepper,9/13/2015 15:27,9/13/2015 15:27,8/22/2013,Adoption,,Dog,Spayed Female,2 years,Rat Terrier Mix,White/Tan,Colloid
2574,Puppy,3/14/2016 17:24,3/14/2016 17:24,2/7/2004,Transfer,Partner,Dog,Neutered Male,12 years,Dachshund,Red,emulsions
2575,Roxie,8/20/2017 0:00,8/20/2017 0:00,7/3/2013,Transfer,Partner,Dog,Spayed Female,4 years,Pit Bull Mix,Black/White,Amoxicillin
2576,*Gogo,8/9/2017 13:02,8/9/2017 13:02,5/1/2017,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black/White,Clindamycin
2577,Jc,7/17/2014 15:18,7/17/2014 15:18,7/9/2012,Transfer,Partner,Dog,Intact Male,2 years,Labrador Retriever,Chocolate,Amoxicillin
2578,*Myra,8/19/2018 19:19,8/19/2018 19:19,4/20/2017,Adoption,,Dog,Spayed Female,1 year,Staffordshire Mix,White/Black,Ampicillin
2579,Brodie,6/22/2014 18:39,6/22/2014 18:39,6/18/2013,Adoption,,Dog,Intact Male,1 year,Siberian Husky,Red/White,Cefazolin
2580,*Chloe,2/10/2017 15:13,2/10/2017 15:13,3/16/2007,Adoption,Foster,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Brown Tabby,sulfonamide
2581,,9/27/2018 14:14,9/27/2018 14:14,5/24/2018,Return to Owner,,Dog,Intact Female,4 months,Dachshund/Chihuahua Shorthair,Tan,Doxycycline
2582,Bolt,9/19/2016 19:00,9/19/2016 19:00,9/18/2015,Adoption,,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,White/Tan,Erythromycin
2583,*Pringles,9/10/2016 17:08,9/10/2016 17:08,9/3/2014,Adoption,,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Brown,Metronidazole
2584,Onyx,9/9/2015 13:46,9/9/2015 13:46,8/1/2014,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Chinese Sharpei,Black/White,Enrofloxacin
2585,,1/18/2019 14:43,1/18/2019 14:43,10/12/2018,Transfer,Partner,Dog,Intact Male,3 months,Plott Hound Mix,White/Brown,Florfenicol
2586,Miles,10/7/2015 12:50,10/7/2015 12:50,3/1/2015,Transfer,Partner,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Brown Tabby,Oxygen
2587,*Jonah,10/27/2015 13:54,10/27/2015 13:54,6/7/2015,Transfer,Partner,Dog,Neutered Male,4 months,Labrador Retriever,Black,xylazine
2588,*Jerry,8/26/2016 10:04,8/26/2016 10:04,5/26/2016,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Orange Tabby/White,medetomidine
2589,,10/27/2017 17:19,10/27/2017 17:19,9/11/2017,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black,yohimbine
2590,Otis,10/25/2014 17:15,10/25/2014 17:15,8/18/2010,Return to Owner,,Dog,Neutered Male,4 years,Catahoula Mix,Black/White,tolazoline
2591,*Lolita,12/6/2014 15:49,12/6/2014 15:49,8/8/2014,Transfer,Partner,Dog,Spayed Female,3 months,Pit Bull Mix,White/Black,Anticholinergic
2592,,5/25/2015 8:04,5/25/2015 8:04,11/24/2014,Euthanasia,Rabies Risk,Dog,Intact Male,5 months,Cairn Terrier Mix,Buff/Cream,Lidocaine
2593,*Mcgruff,7/31/2016 18:57,7/31/2016 18:57,7/10/2015,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown,Adrenaline
2594,,2/21/2017 8:55,2/21/2017 8:55,2/20/2016,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,anaesthetic
2595,,9/21/2014 15:25,9/21/2014 15:25,9/4/2014,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Cream Tabby,midazolam
2596,Stewie,4/28/2015 12:05,4/28/2015 12:05,4/27/2005,Return to Owner,,Dog,Intact Male,10 years,Chihuahua Shorthair Mix,Tan,inflammatory
2597,*Pete,2/24/2016 16:04,2/24/2016 16:04,11/24/2015,Adoption,Foster,Dog,Neutered Male,3 months,Chihuahua Shorthair/Cardigan Welsh Corgi,White/Tan,Opioids
2598,Coco,9/19/2015 16:30,9/19/2015 16:30,9/18/2014,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Catahoula,Chocolate,Crystalloid
2599,,10/6/2015 17:10,10/6/2015 17:10,7/2/2015,Adoption,,Dog,Spayed Female,3 months,Labrador Retriever Mix,Black/White,Potassium chloride
2600,Emma,6/23/2017 15:32,6/23/2017 15:32,6/14/2016,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,White/Tan,gluconate
2601,*Beau,9/19/2014 19:17,9/19/2014 19:17,6/29/2014,Adoption,,Cat,Neutered Male,2 months,Russian Blue Mix,Blue,mannitol
2602,Kate,10/22/2017 17:58,10/22/2017 17:58,5/10/2009,Return to Owner,,Dog,Spayed Female,8 years,Labrador Retriever Mix,Tan,Dextrose
2603,Ethel,12/16/2013 14:17,12/16/2013 14:17,3/27/2007,Transfer,Partner,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Tortie,Heparin
2604,Chico,1/19/2018 14:49,1/19/2018 14:49,1/19/2011,Transfer,Partner,Dog,Neutered Male,7 years,Bull Terrier Mix,White,Vitamin K73
2605,Big Girl,4/8/2015 12:25,4/8/2015 12:25,10/6/2013,Return to Owner,,Dog,Spayed Female,1 year,Miniature Schnauzer,Black/White,isoflurane
2606,,6/4/2016 16:26,6/4/2016 16:26,6/2/2016,Euthanasia,Suffering,Dog,Intact Male,2 days,Pit Bull Mix,Sable/White,alfaxalone
2607,,10/22/2018 17:10,10/22/2018 17:10,10/17/2016,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White,propofol
2608,Brenly,7/13/2017 18:09,7/13/2017 18:09,7/12/2015,Return to Owner,,Dog,Spayed Female,2 years,Great Pyrenees Mix,White,hydroxyzine
2609,,12/3/2013 15:47,12/3/2013 15:47,12/2/2012,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White,Colloid
2610,,3/18/2014 11:47,3/18/2014 11:47,3/12/2014,Transfer,Partner,Cat,Intact Female,6 days,Domestic Shorthair Mix,Blue Tabby/White,emulsions
2611,Dash,4/11/2016 18:36,4/11/2016 18:36,4/10/2007,Transfer,Partner,Dog,Neutered Male,9 years,Beagle,Tricolor,Amoxicillin
2612,*Squints,6/19/2018 11:33,6/19/2018 11:33,4/25/2018,Transfer,Partner,Dog,Intact Female,1 month,Dachshund Mix,White/Tan,Clindamycin
2613,*Grisby,3/20/2017 11:37,3/20/2017 11:37,3/15/2014,Transfer,Partner,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Silver/Brown,Amoxicillin
2614,,6/27/2018 19:19,6/27/2018 19:19,4/22/2018,Adoption,,Dog,Neutered Male,2 months,Pbgv Mix,Black/White,Ampicillin
2615,*Kramer,7/9/2016 15:43,7/9/2016 15:43,7/3/2015,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,Cefazolin
2616,*Diane,11/6/2018 12:21,11/6/2018 12:21,10/5/2018,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Torbie,sulfonamide
2617,Copper,4/9/2014 16:16,4/9/2014 16:16,10/1/2013,Transfer,Partner,Dog,Neutered Male,6 months,Beagle,Orange/White,Doxycycline
2618,Canon,8/22/2016 1:38,8/22/2016 1:38,9/1/2013,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,Brown Brindle/White,Erythromycin
2619,Jax,1/28/2018 17:24,1/28/2018 17:24,8/26/2017,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Orange Tabby/White,Metronidazole
2620,Bullet,7/11/2016 0:00,7/11/2016 0:00,6/30/2014,Transfer,Partner,Dog,Intact Male,2 years,Catahoula Mix,Brown Brindle/Black,Enrofloxacin
2621,*Harry,10/13/2013 18:25,10/13/2013 18:25,3/10/2013,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black,Florfenicol
2622,,8/27/2014 9:00,8/27/2014 9:00,2/26/2014,Transfer,SCRP,Cat,Unknown,5 months,Domestic Shorthair Mix,Blue Tabby/White,Oxygen
2623,*Janja,11/28/2016 17:12,11/28/2016 17:12,10/1/2016,Adoption,Foster,Dog,Neutered Male,1 month,Collie Smooth Mix,Black Brindle/White,xylazine
2624,,11/12/2018 15:49,11/12/2018 15:49,8/3/2018,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black Tabby,medetomidine
2625,,2/25/2018 10:13,2/25/2018 10:13,2/23/2017,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black,yohimbine
2626,,9/28/2016 13:51,9/28/2016 13:51,8/27/2016,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,tolazoline
2627,Missy,6/17/2015 15:27,6/17/2015 15:27,6/9/2007,Return to Owner,,Cat,Spayed Female,8 years,Domestic Medium Hair Mix,White/Blue,Anticholinergic
2628,Hercules,7/23/2016 13:41,7/23/2016 13:41,7/13/2014,Return to Owner,,Dog,Neutered Male,2 years,Australian Shepherd Mix,Blue Merle/Tan,Lidocaine
2629,*Harlow,5/7/2017 17:36,5/7/2017 17:36,3/13/2015,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,Adrenaline
2630,*Richard,12/17/2014 12:54,12/17/2014 12:54,12/7/2012,Adoption,,Dog,Neutered Male,2 years,Golden Retriever/Labrador Retriever,Buff,anaesthetic
2631,,8/2/2018 18:51,8/2/2018 18:51,6/7/2018,Adoption,,Dog,Spayed Female,1 month,Border Collie Mix,Black/White,midazolam
